platform,keyword,komentar,timestamp,sentimen
twitter,tempo bangkai tikus,"diamnya najwa shihab dan media, teror kepala babi dan bangkai tikus yg dipenggal kepalanya ke jurnalis tempo, dibunuhnya juwita, ilangnya akun ferry irwandi, diserang & disabotasenya tim medis-jurnalis-mobil ambulan bukti nyata bahwa rezim biadab ini sudah gak peduli sama rakyat.",2025-03-27T16:23:19.000Z,
twitter,tempo bangkai tikus,"Teror kiriman kepala babi dan bangkai tikus tanpa kepala kepada Tempo, sudah jadi perhatian media2 mainstream internasional.",2025-03-28T12:02:48.000Z,
twitter,tempo bangkai tikus,"Beberapa waktu lalu, TEMPO diteror kepala babi dan bangkai tikus. Kemudian SUMA UI direpresi, jurnalisnya dipukuli.

Malam ini (23/03), anggota Perhimpunan Pers Mahasiswa Indonesia (PPMI) Kota Malang dipukul secara biadab oleh polisi.

Polisi Malang tidak belajar dari Kanjuruhan.",2025-03-23T14:23:01.000Z,
twitter,tempo bangkai tikus,"Presiden Prabowo Subianto menyebut teror kepala babi dan bangkai tikus ke kantor redaksi Tempo dilakukan oleh mereka yang ingin mengadu domba. 

Tak ada penjelasan siapa domba siapa yang mengadukannya.

#tempodotco #tempo #Prabowo #teror #kepala #babi",2025-04-08T12:09:00.000Z,
twitter,tempo bangkai tikus,Sejauh Mana Pengungkapan Teror Kepala Babi dan Bangkai Tikus ke Tempo,2025-04-14T03:31:47.000Z,
twitter,tempo bangkai tikus,"28 April 2025.
Berbagai kasus sngt rumit pun bisa ditelusuri oleh jurnalis investigasi TEMPO. Tapi kasus kepala babi dan bangkai tikus rasanya lebih susah dari judi online di negara tetangga kamboja.
Mungkin perusahaan ojek online enggan memberikan data? Atau mgkn tempo sdh tahu?",2025-04-28T15:23:51.000Z,
twitter,tempo bangkai tikus,"Dewan Pers menilai siniar Tempo ‘Bocor Alus Politik’ tidak melanggar kode etik dalam penayangan konten berjudul ‘Dugaan Permainan Izin Tambang Menteri Investasi Bahlil Lahadalia’ pada Sabtu, 2 Maret 2024. 

#TempoHeadliner #Bocoraluspolitik #Bahlil",2024-03-20T05:00:04.000Z,
twitter,tempo bangkai tikus,"Majalah tempo diteror dikirimi kepala babi dan bangkai tikus, akun base diancam, sebenernya ini negara apa sih guys? Kok usaha pembungkaman nya semakin terlihat jelas.",2025-03-23T14:33:03.000Z,
twitter,tempo bangkai tikus,"Perhatian⁣
⁣
Video ini mengandung konten sensitif yang bisa mengganggu Anda.⁣
⁣
**⁣
⁣
Setelah paket potongan kepala babi, kantor redaksi Tempo mendapatkan kiriman kedua berupa kotak berisi bangkai tikus yang dipenggal.

Petugas kebersihan Tempo menemukan kardus berisi",2025-03-22T13:44:27.000Z,
twitter,tempo bangkai tikus,PMII meminta aparat penegak hukum untuk mengambil langkah tegas atas peristiwa teror paket berisi kepala babi dan bangkai tikus ke kantor Tempo.,2025-03-24T05:50:02.000Z,
