platform,keyword,komentar,timestamp,sentimen
twitter,bocor alus,Reminder.,2025-05-03T00:20:27.000Z,
twitter,bocor alus,Jam 11 ya,2025-05-03T00:17:31.000Z,
twitter,bocor alus,"Sejumlah purnawirawan membuat tuntutan agar Wakil Presiden Gibran Rakabuming Raka dimakzulkan. Ada “dendam” kepada Jokowi.  Saksikan bocor Alus Politik episode ""Orkes Pemakzulan Gibran"" di YouTube Tempodotco dan Spotify Bocor Alus Politik pada Sabtu, 3 Mei 2025 pukul 11:00.",2025-05-02T23:47:07.000Z,
twitter,bocor alus,"Wut wut wut, ini yang kalian tunggu kan?

Saksikan bocoran selengkapnya, di YouTube Tempodotco dan Spotify Bocor Alus Politik pada Sabtu, 3 Mei 2025 pukul 11:00 WIB.",2025-05-02T02:00:00.000Z,
twitter,bocor alus,"Awas tweeter X dan tempo, bocor alus itu proxy amerika utk membuat caos negara yg dekat dg china dlm hal investasi..
Adu domba antar warga negara, adu domba antara rakyat dan pemerintah.
Membiayai aktifis dan lsm yg pro amerika ..rakyat harus waspada.jangan percaya hoak provokasi",2025-05-02T01:43:01.000Z,
twitter,bocor alus,"Prnh dlu ganti ban tubles baru, tp cm bbrpa bulan udah ngowos. Kempes terus. Dcek trnyata Bocor Alus dr samping velg. Akhirnya dkasih cairan biar kagak ngowos. Smpe skrg msh awet (kurleb setahunan). Ngisi angin jarang banget kyknya. Smoga velg-nya aman lah.",2025-05-02T00:46:29.000Z,
twitter,bocor alus,"Terpantau aman berarti kak, gk ada bocor"" alus",2025-05-01T23:46:11.000Z,
twitter,bocor alus,bocor alus politik juga,2025-05-01T23:29:49.000Z,
twitter,bocor alus, Gemoy ini dah pikun Bocor alus Tapi keliling ,2025-05-01T18:14:16.000Z,
twitter,bocor alus,Waduh....,2025-05-01T15:54:18.000Z,
twitter,bocor alus,Nunggu masuk bocor alus,2025-05-01T15:00:45.000Z,
twitter,bocor alus,Cairan ini nolong di velg gw yg ntah knp bocor alus mulu sisi2nya…udah gtu pernah pas di cek tryata ada bbrpa paku yg nempel tp ga bocor…,2025-05-01T14:06:50.000Z,
twitter,bocor alus,"tp kalo ban (tubeless) sering bocor alus di sisi2 pinggiran velg itu knp mas? jd kmrn ku akalin pake cairan biar tahan, capek pompa2 mulu",2025-05-01T14:00:21.000Z,
twitter,bocor alus,"TOLONG YA APPLE BRING BACK THE IPOD!! Sebagai orang yang seharian dengerin musik, alias gue gabisa fokus kalo suara sekitar masuk ke kuping, batre iphone segembel itu buat dipake dengerin lagu. Pdhl gue udh pake earpods bukan airpods yg musti pake bluetooth tetep batre bocor alus",2025-05-01T12:41:32.000Z,
twitter,bocor alus,"72 thn bro..   kondisi sdh byk medical cek up  , siap mati ya wajar dah.",2025-05-01T10:56:32.000Z,
twitter,bocor alus,"Dulu ada Wamen ngomong  , klo sritex tutup , dia mundur .",2025-05-01T10:55:25.000Z,
twitter,bocor alus,emg udh ada bocor alus kakk mau sama siapa??,2025-05-01T10:21:00.000Z,
twitter,bocor alus,"Untuk sementara jangan diinfo dulu kawan, roda kehidupan junior lagi bocor alus.",2025-05-01T10:17:07.000Z,
twitter,bocor alus,Kagak kan sudah pernah di bocorin bocor alus wkwkw,2025-05-01T10:14:05.000Z,
twitter,bocor alus,"yg ada plakton ny bikini bottom yg mana sel? 
@Levi_JKT48
 mangats nge gym dan latihan ny.. coba puser km ditambal koyo sel #NgewaroLevi siapa tau bocor alus dr situ wkwk",2025-05-01T08:47:25.000Z,
twitter,bocor alus,"Kroni Prabowo dalam Proyek Makan Bergizi Gratis (MBG) |  Bocor Alus Politik https://youtu.be/a2WXt0aW76g?si=ewCk8INYiS-6Mfo0… via 
@YouTube",2025-05-01T08:41:16.000Z,
twitter,bocor alus,Selow... Asli palsunya bakal ketauan di persidangan..,2025-05-01T08:27:00.000Z,
twitter,bocor alus,Salfok sama org di belakangnya.. ternyata ...,2025-05-01T08:24:47.000Z,
twitter,bocor alus,Susah memang hadapi orang BcA (Bocor Alus.......),2025-05-01T06:39:52.000Z,
twitter,bocor alus,"Iya bang, udah dibahas di video bocor alus,bahkan bbrapa ada yg TNI. Tapi kayak, oh yaudah gak kaget ",2025-05-01T06:04:06.000Z,
twitter,bocor alus,"Udah dari 4 tahun lalu insaf gak pake cairan sejenis ini.

1. Ngerusak velg (korosi)
2. Berguna awal² aja
3. Umur ban jadi lebih pendek (gampang getas)
4. Ninggalin kerak bikin bocor alus dari tepian velg",2025-05-01T05:46:34.000Z,
twitter,bocor alus,"kl nonton bocor alus sih pst ngerti.
jubir tp ga punya akses langsung ke presiden",2025-05-01T05:24:03.000Z,
twitter,bocor alus,bocor alus,2025-04-30T18:10:42.000Z,
twitter,bocor alus,bocor alus energi gua ngadepin orang orang ini,2025-04-30T16:53:28.000Z,
twitter,bocor alus,"Pernah dibilang di segmen Bocor Alus atau segmen Youtube Tempo yg lain, mereka gak menyesal. 
Malah justru bagus kalo sekarang berbalik mengritisi waktu Mulyono ngawur ngacak-acak negara karena itu artinya mereka gak fanatik",2025-04-30T15:17:40.000Z,
twitter,bocor alus,Pengen ngeblok temennya temenku sumpah kek kont*l janjian mau main tapi pas mepet batal kek taik lo anjeng ngotak dikit bngst gue mau pulang ke rumah ya taik udah bawa baju ganti sama sandal kirain langsungan ternyata nunggu jam 6 trus bilang gajadi alssannya bocor alus bannya,2025-04-30T15:02:11.000Z,
twitter,bocor alus,"due rembes
Bocor Alus Tempo",2025-04-30T14:41:33.000Z,
twitter,bocor alus,Tapi bocor alus emang efektif gak sih. Sebelum bocor alus kayaknya gak ada orang ngomongin hasil liputan tempo wkwk,2025-04-30T14:17:23.000Z,
twitter,bocor alus,jarang nonton bocor alus karena host-nya gengges. ngomong gue-elu dengan logat medok jawa tuh dengernya gimana gitu. hehehe..,2025-04-30T14:04:40.000Z,
twitter,bocor alus,Belum lagi bocor alus tempo. Sakau kalo ga ngomongin jokowi. Sumber pemasukan soalnya ,2025-04-30T13:52:02.000Z,
twitter,bocor alus,"bos : kata kamu dia bloon, tu bisa …. 
gue : ya bukan brrt dia bisa ini … 
bos : (ketawa) brrt dia bocor alus~ lalu masuk toilet 
gue :  

ga expect dia tau istilah “bocor alus”",2025-04-30T13:51:09.000Z,
twitter,bocor alus,aduh bocor alus gue,2025-04-30T12:10:30.000Z,
twitter,bocor alus,Bocor alus dari media tempe,2025-04-30T11:06:14.000Z,
twitter,bocor alus,bocor alus gatau kmn aja,2025-04-30T10:52:32.000Z,
twitter,bocor alus,Kementerian Bocor Alus.,2025-04-30T10:34:16.000Z,
twitter,bocor alus,Jual nama bapak kah ??,2025-04-30T05:07:40.000Z,
twitter,bocor alus,"79 % dari 100 org itu jg  para Ternak..
GUOBBBBLOKKK",2025-04-30T05:07:05.000Z,
twitter,bocor alus,Jd seperti wadah untuk piara MALING2  tanpa ada Sanksi yg jelaa,2025-04-30T05:04:21.000Z,
twitter,bocor alus,"Ribetnya perizinan, biasanya minta disediain amplop. Pejabatnya minta #amplop premannya juga minta amplop. Di bocor alus, mentri esdm bahlul minta saham dan persenan untuk izin tambang.",2025-04-30T04:43:59.000Z,
twitter,bocor alus,"Apa yg lucu , yg ada erosi",2025-04-30T02:51:28.000Z,
twitter,bocor alus,Musti naek ini barang... gassss,2025-04-30T02:50:06.000Z,
twitter,bocor alus,"Musisi satu ini sih sebenarnya udah lumayan dikenal banyak orang krn sempat viral ngecover dark horse, tapi karyanya underrated bgt padahal she is s so lit. Yes, Jesica Bunga alias Jebung. Orangnya humble sedikit sengklek dan bocor alus, tapi karyanya gak kaleng2! 
@jebunggg",2025-04-29T19:28:58.000Z,
twitter,bocor alus,mulai drama . Trik yg Sama kayak bocor alus tempo.. si Bocor ini bisa tau apa yg dibicarakan Jokowi-Iriana ditempat tidur tp gk tau siapa yg kirim atau kasih kepala babi dikantornya!!! wkwkwkwkwkwk!!,2025-04-29T16:43:05.000Z,
twitter,bocor alus,"ban ku beat tubles tp sering tbtb kempes dewe
tak gowo ng tambal ban jare bocor alus teko velg e
kiro² butuh ganti ban opo dandani velg e? tolong beri pencerahan
suwon",2025-04-29T15:22:49.000Z,
twitter,bocor alus,"Kirain org tempo, bocor Alus, GK tau nya sompret",2025-04-29T15:13:19.000Z,
twitter,bocor alus,"Owi...kena BOCOR ALUS ..
oei..oei..owi..owi",2025-04-29T14:10:36.000Z,
twitter,bocor alus,Darah lu naek gak bang liat grobolan pembela jokodok berkomentar.?,2025-04-29T13:59:50.000Z,
twitter,bocor alus,Taro di depan gedung martabak ijo,2025-04-29T13:32:38.000Z,
twitter,bocor alus,"Coba km dlu yg kepisikiater..
Kyk nya otak mu bocor alus tu. ..",2025-04-29T10:49:32.000Z,
twitter,bocor alus,"Haha, wartawan? Saya Grok, lebih suka bantu jawab pertanyaan dan kasih insight ketimbang nulis berita. Tapi kalau soal scoop, mungkin saya bisa bantu ""bocor alus"" dengan fakta-fakta menarik. Mau coba tanya apa?",2025-04-29T10:15:06.000Z,
twitter,bocor alus,"Siapa yg menghilangkan polisi tersebut ?
Kenapa intel polisi tersebut dihilangkan ?
Iris tipis² akan terungkap kebenaran yg terjadi dibalik hilangnya seorang polisi....
Silahkan bocor alus atau tempodotco !",2025-04-29T09:56:08.000Z,
twitter,bocor alus,Nggak dong. Kan udah nonton Bocor Alus,2025-04-29T09:24:25.000Z,
twitter,bocor alus,"Engga dong, karna beneran info Bocor Alus inih ner bener bocor",2025-04-29T09:18:40.000Z,
twitter,bocor alus,"puanase ngeri tenan, neroko bocor alus cah",2025-04-29T08:47:36.000Z,
twitter,bocor alus,"Gue percaya bocor alus karena benar, dah gitu aja, gue gak percaya milyini karena sein kiri belok kanan",2025-04-29T08:38:20.000Z,
twitter,bocor alus,Hasan Nasbi 0 : 1 Bocor Alus Tempo,2025-04-29T08:31:56.000Z,
twitter,bocor alus,"Baca berita barusan jadi Bocor Alus bener ga Pak kalo KKK mau dievaluasi, dirampingkan?

Atau sekadar halusinasi?",2025-04-29T08:30:54.000Z,
twitter,bocor alus,Emang dibuang itu mah. Sesuai prediksi bocor alus,2025-04-29T08:24:16.000Z,
twitter,bocor alus,Setelah dengerin Bocor Alus sih tidak kaget yaa,2025-04-29T08:08:06.000Z,
twitter,bocor alus,"tapi tgl 21 april dah akun yg bilang bahwa HN akan berhenti menjabat.

berarti dah 
@BocorAlusPol
 bocor alus ya....?",2025-04-29T08:05:47.000Z,
twitter,bocor alus,"Spill di 
@BocorAlusPol
 aja kak, ayo tim bocor alus tempo undang kakak ini ",2025-04-29T07:52:13.000Z,
twitter,bocor alus,Astagfirullah sama jurnalis aja takut  ntar juga ada yang ngespill di bocor alus,2025-04-29T07:45:37.000Z,
twitter,bocor alus,"Eh bentar keknya suamimu jg bocor alus ke mertua. Selain tipikan mertua yg demen ikut campur, tp ada andil suamimu jg dlm hal ngadu. Run sih mba. Seumur hidup terlalu lama",2025-04-29T07:11:38.000Z,
twitter,bocor alus,Neraka bocor alus,2025-04-29T07:05:04.000Z,
twitter,bocor alus,"Gak juga sih
Kan saya followers BOCOR ALUS TEMPO & Langganan Majalah Tempo cetak yg mehong itu... ",2025-04-29T06:46:47.000Z,
twitter,bocor alus,"bocor alus adalah fakta tertunda, jadi penasaran bocor alus dulu brain stromingny gimana sampe keluar nama bocor alus.",2025-04-29T06:42:41.000Z,
twitter,bocor alus,"Wkwkwk..gara2 babi, bukan bocor alus yg bocor tp kantor PCO.

Sebaiknya PCO dibubarkan krn unfaedah, buang2 anggaran. 
Kantor Komunikasi Presiden yg ga ada komunikasi dgn presiden.
@Uki23
 msh bebal?",2025-04-29T06:42:02.000Z,
twitter,bocor alus,"kalau tempo diajak kan bisa bocor besar jadi sudah paslah tempo gak diajak biar tetap ada bocor alus,  hehehe...",2025-04-29T06:30:16.000Z,
twitter,bocor alus,Kaget gak?,2025-04-29T06:29:27.000Z,
twitter,bocor alus,"jangan2 beneran dibiarin, sesuai info bocor alus tahun lalu",2025-04-29T06:15:41.000Z,
twitter,bocor alus,"wah bocor alus nih, belum ada beritanya",2025-04-29T06:03:16.000Z,
twitter,bocor alus,bocor alus,2025-04-29T05:17:23.000Z,
twitter,bocor alus,Klo ketangkep masa Bakar  idup2 tuh org,2025-04-29T04:41:52.000Z,
twitter,bocor alus,Mulai Halu..,2025-04-29T04:36:56.000Z,
twitter,bocor alus,"Sepeda keroso goyang2 (kyo pas ban bocor) nek nang dalan alus, ban e yo gak gembos  iku kenapa ya?? Ban e mlengse ta piye?  ban tubless btw",2025-04-29T04:24:42.000Z,
twitter,bocor alus,"Tempe kan sudah punya Intel Bocor Alus, percakapan diruangan kepresidenan bahkan rumah Jokowi mereka tau. Jadi tidak perlu diundang, atau emang tidak mau datang?",2025-04-29T04:05:38.000Z,
twitter,bocor alus,Ng kono ngono hawane adem kene hawane koyo neroko bocor alus yo soyo syumuk,2025-04-29T03:27:33.000Z,
twitter,bocor alus,"Bocor alus milik tempo proxy amerika yg digunakan utk provokasi menyerang pemerintah yg dekat dg china pesaingnya. Penuh fitnah. Saya 100% tdk percaya bocor alus, tempo, tweeter x ..itu amerika semua...
Percaya dg medsos itu bisa kacau spt timur tengah yg semula baik jadi hancur",2025-04-29T00:58:30.000Z,
twitter,bocor alus,"Bocor alus itu milik tempo.
Tempo , tweeter X itu proxy amerika yg digunakan utk menyerang pemerintah yg dekat dg china. Penuh tuduhan dan lebih dekat ke fitnah..
Saya 100 % tdk percaya media begituan.",2025-04-29T00:54:36.000Z,
twitter,bocor alus,">Bilang transparansi
>Mau tegur direksi di lembaga yang aliran dana dari bumn, aset nasional yang berkaitan sama publik
> Negurnya tertutup, ga enak kalo direksi yang kinerjanya dievaluasi ini jadi konsumsi publik
> Kesel sama bocor alus tempo, tapi mancing buat dibocorin wkwk",2025-04-29T00:50:24.000Z,
twitter,bocor alus,"bocor alus 
bocor chor chor ",2025-04-28T21:52:18.000Z,
twitter,bocor alus,"Udah tau mau ngindar dari sidang min, nah skarang dia yg minta2 ke gemoy buat ngindar sidang atau gemoy sendiri yg insiatif, lanjutlah kl bocor alus ada infonya min ",2025-04-28T17:34:19.000Z,
twitter,bocor alus,"Mungkin bocor alus, kalau bocor kena paku. Mudah diatasi, tapi kalau bocor alus ",2025-04-28T16:29:22.000Z,
twitter,bocor alus,"Sepanjang nonton ini dan sebelumnya Bocor Alus Tempo makin bikin ngelus dada kalau proyek ini ujung-ujungnya bukan meningkatkan gizi anak-anak, tapi hanya mempertebal dompet kroni.",2025-04-28T14:05:51.000Z,
twitter,bocor alus,Apakah golkar  partai tersandera KOOORRUUPPPSSIII???,2025-04-28T13:52:21.000Z,
twitter,bocor alus,"Mbak Puan mndorong Pemerintah utk Serius Mmberantas Judol
Korban dri Judi Online ud bnyk bahkn bnyk yg harus Bunuh diri.
Dulu Menterinya awal Mnjabat bgtu Keras mw mmberantas Judol, gk smpe sebulan mndadak MELEMPEM.
Ap mungkin krn yg dia hadapi adlh org yg dsbut BOCOR ALUS kmren?",2025-04-28T13:42:01.000Z,
twitter,bocor alus,Karena banyak yang bocor alus,2025-04-28T13:30:38.000Z,
twitter,bocor alus,bocor alus tempo harun masiku,2025-04-28T13:27:04.000Z,
twitter,bocor alus,Ah bocor alus kok dipercaya yang jelas MBG baik baik saja.Lanjutkan MBG,2025-04-28T12:08:07.000Z,
twitter,bocor alus,Kroni Prabowo dalam Proyek Makan Bergizi Gratis (MBG) |  Bocor Alus Politik,2025-04-28T11:53:38.000Z,
twitter,bocor alus,Lha pie itung2ane dipane bolo? Bocor alus?,2025-04-28T11:52:22.000Z,
twitter,bocor alus,"[BOCOR ALUS] 
Cara Barbar Menghadapi Demonstrasi

https://youtube.com/watch?v=1iahALKIj44…",2025-04-28T04:25:33.000Z,
twitter,bocor alus,Ya kan pak ketum orang jokowi kata bocor alus gara dia pak ketum jadi mentri lagi,2025-04-28T04:07:04.000Z,
twitter,bocor alus,"Intimidasi Aktivis Penentang Revisi UU TNI | Bocor Alus Politik https://youtu.be/JCpXjiQF49c?si=AX3ouwhZOTnrEPXg… lewat 
@YouTube",2025-04-28T02:59:45.000Z,
twitter,bocor alus,Memulai hari dengan menonton bocor alus tempo,2025-04-27T23:58:50.000Z,
twitter,bocor alus politik,Reminder.,2025-05-03T00:20:27.000Z,
twitter,bocor alus politik,Jam 11 ya,2025-05-03T00:17:31.000Z,
twitter,bocor alus politik,"Sejumlah purnawirawan membuat tuntutan agar Wakil Presiden Gibran Rakabuming Raka dimakzulkan. Ada “dendam” kepada Jokowi.  Saksikan bocor Alus Politik episode ""Orkes Pemakzulan Gibran"" di YouTube Tempodotco dan Spotify Bocor Alus Politik pada Sabtu, 3 Mei 2025 pukul 11:00.",2025-05-02T23:47:07.000Z,
twitter,cica babi,"O problema da gente ser tao pé no chão, é não achar que Odete tá sendo tão má assim.",2025-04-30T12:29:39.000Z,
twitter,cica babi,"Odavno ga nisam suknuo babi.
@VjericaR
 ustaška fukaro iz Livna, da li ti je skoro Fra Vjekoslav pišao u usta?",2025-04-29T19:43:07.000Z,
twitter,cica babi,"ga lagi lagi makan sushi yay ayce sendiri, begah dan muak anj, gamau lagi mau muntah, beneran isinya nasi + mayo doang babi",2025-04-28T13:35:46.000Z,
