platform,keyword,komentar,timestamp,sentimen
twitter,fransisca christy rosana,"#intinyadeh kantor Tempo dikirimi paket terror berisi kepala babi.

Paket ditujukan ke ""Cica"", panggilan Fransisca Christy Rosana, jurnalis Tempo yg juga host podcasts Bocor Alus Politik.

Paket gak ada nama pengirim, isinya kepala babi, kupingnya dipotong. Paket dtg Rabu sore. https://x.com/msafarnurhan/s/msafarnurhan/status/1902653002118250547…",2025-03-20T10:49:21.000Z,
twitter,fransisca christy rosana,"BREAKING NEWS

Kantor 
@tempodotco
 mendapat kiriman kepala babi yg ditujukan kepada wartawati tempo fransisca christy rosana atau caca.

Ada yg terusik dan gerah dengan pemberitaan 
@BocorAlusPol",2025-03-20T12:21:24.000Z,
twitter,fransisca christy rosana,"Fransisca Christy Rosana, you are so cool!!! 
Mba, semangat terus ya! Dalam nama Yesus, akan ada orang-orang yg mendoakanmu dan rekan-rekan Tempo! Hope you have a nice crispy Pork Belly after this ",2025-03-20T15:59:48.000Z,
twitter,fransisca christy rosana,"On March 19, 2025, Tempo's office received a pig's head addressed to journalist Fransisca Christy Rosana (""Cica""), likely an intimidation act due to Tempo's critical reporting. In Muslim-majority Indonesia, pigs are haram, making this culturally significant. The Press Council and",2025-03-21T08:49:46.000Z,
twitter,fransisca christy rosana,"Lucia es molestosa, no lo hace con la intención de herir, otra gente capaz que si, pero ella quiere a Rosina, son amigas y ya entendió después de la conversación, que no es un humor que a Rosi le gusta y no lo hizo más 
Estas eran ellas ayer, parecen hermanas
 #GranHermano",2024-01-20T16:11:52.000Z,
twitter,fransisca christy rosana,"FLORENCIA SOBRE ROSINA

“lo que yo siento de rosi puntual es qué hay momentos que está en la pieza, estás pibas hablan un montón de cosa y como que va y lo cuenta en otros lados (…) es una persona que no le contaría mis cosas porque no tiene empatía conmigo”

#GranHermano",2023-12-28T07:09:14.000Z,
twitter,fransisca christy rosana,"Menos mal que lo dijo Virginia porque es a la única que le creen algunas cuentas, si lo diría Furia dirian que lo está inventando por envidia.
A Rosina no le gusta nada la relación de Florencia y Nicolas, y eso va más allá de la amistad. Hasta lo invita a dormir con ella.",2024-03-22T00:25:04.000Z,
twitter,fransisca christy rosana,Got these birthday gift from #PopeFrancis ,2024-09-11T07:36:16.000Z,
twitter,fransisca christy rosana,"Teman2, terima kasih (lagi dan lagi) atas dukungan dalam berbagai bentuk, juga atas pesan-pesan yg berenergi. Maaf bila belum sempat membalas satu per satu. Semoga doa-doa baik menyertai teman2… ",2025-03-23T09:02:48.000Z,
twitter,fransisca christy rosana,"Rosa fue una terciaria dominica, patrona de los tuberculosos en virtud de la enfermedad que le produjo la muerte. Fue canonizada por el papa Clemente X en 1671 y es patrona de las Américas y de Filipinas.",2024-08-23T12:00:00.000Z,
twitter,fransisca christy rosana,"7 beneficios que nos da el Rosario, según Sor Lucía, vidente de Fátima.  ¡Dan ganas de rezarlo! https://aciprensa.com/noticias/las-razones-de-sor-lucia-de-fatima-para-no-dejar-de-rezar-el-rosario-a-diario-81075…",2018-05-14T23:27:05.000Z,
twitter,fransisca christy rosana,Y enhorabuena al programa de Ana rosa por no dejarse llevar por los llantos y Antonio rossi de contar lo q hay en papeles q no está condenado por maltratado y lo ha intentando alegando hasta el suicidio yo veo a una persona enferma de odio y q no le importa su hija nada,2021-03-22T12:16:28.000Z,
twitter,fransisca christy rosana,"Milagro de Francisco: Cristina levantó la #CadenaNacional … interrumpir la misa en New York era ""too much""",2015-09-25T22:25:51.000Z,
twitter,fransisca christy rosana,"¿Desde cuando tener 30 años es sinónimo de algo? Rosina no le jode la vida a nadie, es así y es feliz. De hecho, nisiquiera puede ser cancelada. Acá solo la odian porque la ven como un rival de Furia, sino no se explica esa obsesión que tienen contra ella #granhermano",2024-03-12T02:54:06.000Z,
twitter,fransisca christy rosana,"Y si hablamos de que Rosina tiene 27 años, y es así. Hablemos de que Furia no tiene el más mínimo por sus compañeros, los amenazó de muerte, de las mujeres dijo barbaridades y encima garcha adelante de todos. ¿En sus 32 años no aprendió de educación? #granhermano",2024-03-12T02:57:20.000Z,
twitter,fransisca christy rosana,"Rosi: para, pincoya era la señora que era grande? 
Furia: si
Rosi: porque MIERDA la amaban a ella no entiendo, ay cony me encantaba a mi me dijeron que le hicieron la vida imposible acá

LA AMO A ROSI 

#GranConstanza",2024-01-19T22:15:17.000Z,
twitter,fransisca christy rosana,"En representación de la presidenta 
@Claudiashein
, la secretaria de Gobernación, 
@rosaicela_
  Rodríguez, asistió al funeral del papa Francisco en el Vaticano, acompañada por Alberto Barranco y Clara Luz Flores",2025-04-26T22:50:00.000Z,
twitter,fransisca christy rosana,"» “Francisco nos hizo ver que la historia la cambian seres humanos comprometidos, con la firma vocación de servicio y amor al pueblo”.

— Stefanía Cora en el Senado de la Nación.",2025-04-26T21:05:19.000Z,
twitter,fransisca christy rosana,"""FRANCISCO, EL PAPA DEL PUEBLO: UN ADIÓS QUE ENCIENDE LA FE EN SAN LUIS POTOSÍ"": ROSA ICELA RODRÍGUEZ",2025-04-27T19:11:32.000Z,
twitter,fransisca christy rosana,"TODOS JUNTOS I
El lugar elegido será el salón Metropolitano. Todavía se desconoce quién acompañará A 
@CFKArgentina
 en la presentación de su libro.
https://elciudadanoweb.com/cristina-presentara-este-20-de-junio-su-libro-sinceramente-en-rosario/…",2019-06-17T18:14:45.000Z,
twitter,fransisca christy rosana,"Rosy tiene 42 años y es de un pueblo al norte de Santiago del Estero, colindante con Salta. Se casó a los 16 años y tuvo un hijo. Se vino a vivir a Buenos Aires porque en el Departamento Pellegrini no había trabajo. Su familia es del campo. Rosy es católica, muy creyente.",2018-08-16T20:50:13.000Z,
twitter,fransisca christy rosana," Imagináte decirte ""cristiana"" y hacer tu patrimonio defendiendo acaudalados imputados en crimen organizado.

 Imagináte decirte ""cristiana"" y estigmatizar a las personas en pobreza como ""gente que dice sí a todo con tal de recibir comida"".

 Imagináte decirte ""cristiana"" y",2024-11-16T20:06:29.000Z,
twitter,fransisca christy rosana,"La amiga lujanense del papa Francisco

Se trata de la ex intendenta, Dra. Graciela Rosso, quien expuso los pensamientos y preocupaciones del Santo Padre en primera persona y que hoy constituyen parte de su legado.

La Palabra - Pares TV",2025-04-26T03:17:39.000Z,
twitter,fransisca christy rosana,"Francisca es la persona número 25 en alcanzar la libertad, una prueba más de que la resistencia humana puede vencer incluso al sistema más despiadado. Su liberación es un faro en medio de la oscuridad de un país sumido en la desesperanza, donde cada día la empatía y las segundas",2024-09-25T12:07:39.000Z,
twitter,fransisca christy rosana,"Total, que Rosa se fue de gira por Europa y América para promocionar su trabajo, y la visitaba gente de la nobleza, y la condecoraron, y la reina Victoria pidió una exhibición privada de un cuadro suyo…",2018-08-15T21:03:24.000Z,
twitter,fransisca christy rosana," Ana Rosa se despidió del papa Francisco con el rosario que le bendijo y una carta ensalzando su legado: ""No creía en una Iglesia cerrada como un castillo""",2025-04-26T13:45:27.000Z,
twitter,fransisca christy rosana,"Ya se fue la comadre Rosana, que en el mundo hay rosanas demás.  Hosanna, hosanna en las alturas.
Ya se fue su compadre el ministerio de Justicia inserto en la función ejecutiva. Que indecencia de Rafa sin camisa.",2018-08-24T00:42:48.000Z,
twitter,fransisca christy rosana,"Finalmente, tras cinco años de luto muy duros, Rosa decidió volver a trabajar con fuerzas renovadas y viajó a Estados Unidos. Allí conoció a Anna Klumpke, una pintora de Boston que se especializaba en retratos.",2018-08-15T21:18:05.000Z,
twitter,fransisca christy rosana,"Rosa le dejó su casa y la mayoría de sus posesiones a Ana, que gestionó su legado a pesar de que la familia de Rosa y la suya propia no estaban demasiado contentas con el tema. Pero a Anna le daba igual, porque lo que ella quería era que nadie se olvidara de Rosa jamás.",2018-08-15T21:25:14.000Z,
twitter,fransisca christy rosana,Desgraciadamente su madre muere en una epidemia de cólera cuando Rosa tiene once años y el señor Bonheur decide mandarla a un internado para suplir la educación que le daba su madre en casa.,2018-08-15T20:45:06.000Z,
twitter,fransisca christy rosana,"Doña Rosita no tuvo hijos y a sus 78 años iba pasar sola el Día de las Madres. 

Pero junto a la 
@BancadaCyan
 estuvimos con ella compartiendo. 

A los otros los movía el dinero, ahora la Nueva Asamblea se mueve por amor.",2021-05-10T20:07:11.000Z,
twitter,fransisca christy rosana,"Secretaria 
@rosaicela_
 gran representante de la Presidenta 
@Claudiashein
 en los funerales del Papa Francisco,  lider de la iglesia católica que siempre llamó a la construcción de una sociedad con fraternidad, paz y justicia. ",2025-04-26T14:43:59.000Z,
twitter,fransisca christy rosana,"Rosa se pasó toda su adolescencia frecuentando sitios donde poder observar y bocetar animales: ferias, granjas, exhibiciones… e incluso mataderos, ya que no siempre era fácil acceder a estos lugares siendo mujer y sin compañía.",2018-08-15T20:51:00.000Z,
twitter,fransisca christy rosana,"#FuneralPapaFrancisco | Ana Rosa se despidió del Papa Francisco con el rosario que le bendijo y una carta ensalzando su legado: ""No creía en una Iglesia cerrada como un castillo""",2025-04-26T12:02:38.000Z,
