platform,keyword,komentar,timestamp,sentimen
twitter,media dibungkam,"Ketika media independen tumbang satu per satu, siapa yang tersisa untuk bicara lantang? Siapa yang akan jaga ruang kritis publik?

Mungkin sekarang kita sibuk scroll TikTok, tapi besok kita bisa kehilangan suara kebenaran karena medianya satu per satu dibungkam… atau dipaksa",2025-05-03T02:27:28.000Z,
twitter,media dibungkam,"Udah jobless, media jg makin dibungkam, piye masih banggain presmu itu?",2025-05-03T00:06:33.000Z,
twitter,media dibungkam,Kenapa aku dibungkam kayak media ha ha ha ?,2025-05-02T14:41:17.000Z,
twitter,media dibungkam,"Pertanyan gua simple sihh, kalo udh kayak gini. Media masih mau dibungkam? Kalian masih ada kesempatan Netral kayak dulu lohh. Sekarang kalian diam atau berbicara sama saja ujungnyakan?",2025-05-02T14:21:26.000Z,
twitter,media dibungkam,"efisiensi jumlah karyawan kantor redaksi = semakin berkurang berita yg disiarkan, utamanya tentang perkembangan politik negeri. means perlahan eksistensi media dibungkam karena kebijakan “efisiensi”.

Indonesia gelap is coming real soon. https://x.com/sitsnoe/status/sitsnoe/status/1918257164768166143…",2025-05-02T13:42:34.000Z,
twitter,media dibungkam,"Bela rakyat? Zaman Mahathir, media dikawal ketat dan pemimpin pembangkang dibungkam.
@HRHJohorII
 @HouseOfPahang
 @fmtoday
 @ISTANANEGARA_",2025-04-30T13:06:19.000Z,
twitter,media dibungkam,"#IndonesiaGelap adalah alarm:
Bahwa demokrasi kita bukan sedang sakit, tapi sedang dibungkam perlahan.
Ketika partisipasi publik dianggap gangguan,
Ketika kritik dianggap ancaman,
Maka yang tersisa hanyalah kekuasaan tanpa pertanggungjawaban.",2025-04-30T11:30:01.000Z,
twitter,media dibungkam,"alhamdulillah ada yang bener, gak semua media bisa dibungkam dengan iming2 soncek ya nek?? 
@mecimapro
 ayo dong refundnya mana",2025-04-30T09:37:14.000Z,
twitter,media dibungkam,"Setelah audit Danantara oleh BPK & KPK hanya bisa dilakukan atas permintaan DPR, sekarang press dibungkam dg alasan ""nggak enak kalo negur para direksi di depan media"". Kalo gak enak negur ya tinggal undang aja satu2 ke istana atau kantor Kemensetneg. Transparansi dr mananya ini?",2025-04-29T22:09:46.000Z,
twitter,media dibungkam,"Akhirnya! MK menegaskan bahwa dinamika kritik dan opini di media sosial bukan “kerusuhan” yang bisa dipidana pakai UU ITE. Ini kemenangan kecil untuk kebebasan berekspresi di ruang digital. 

Demokrasi memang kadang gaduh, tapi justru di situlah nafasnya. Jangan dibungkam cuma",2025-04-29T16:37:32.000Z,
twitter,media dibungkam,"Media tidak dibungkam ya teman², tapi diusir ",2025-04-29T16:21:31.000Z,
twitter,media dibungkam,yaallah media tuh basic negara itu tempat aman. ini media dibungkam lo paham knp indo ga pernah maju,2025-04-29T15:23:03.000Z,
twitter,media dibungkam,Kali ini beneran media dibungkam sih,2025-04-28T14:23:57.000Z,
twitter,media dibungkam,"ow katanya transparan ya wo, kok media aja dibungkam ga boleh nyimak",2025-04-28T12:46:49.000Z,
twitter,media dibungkam,"180 hari kerja Prabowo makin lama makin dibungkam. 

Hari ini di townhall Danantara, para awak media tidak diperkenankan untuk meliput karna satu dan lain hal. 

Kalau ga dikawal, makin lama makin lucu dan gemoy aja ini negara.",2025-04-28T12:33:02.000Z,
twitter,media dibungkam,"Penguasa seakan lupa ad Tuhan yg maha kuasa-melihat-mendengar, Mau dilarang diliput, media massa dibungkam, cctv dimatiin atau signal diblokir/acak, nanti saatnya kebenaran informasi terungkap, tinggal nunggu waktu.
Dan kekuasaan ada batasnya, tidak ada yg abadi.

-selfReminder-",2025-04-28T11:56:00.000Z,
twitter,media dibungkam,"Betul, apalagi yg jauh dari peradaban dan sulit disorot media (atau udah dibungkam duluan)",2025-04-27T13:18:43.000Z,
twitter,media dibungkam,"Sebelum ada revisi UU TNI, media massa dibungkam oleh penguasa utk tidak memberitakan aksi protes mahasiswa. Sekarang (oknum) tentara yang turun langsung untuk membungkam mahasiswa.

Sebaiknya personil TNI segera dikembalikan ke barak.

#CabutUUTNI",2025-04-26T06:58:10.000Z,
twitter,media dibungkam,"IQ sudah dibentuk dari zaman orde baru, orang2 yg kritis dibungkam,
Kemudian di era Jokowi eranya sosial media byk buzzer & media berita jg berperan penting.
Menginformasikan kesuksesan Jokowi sangat masif & sistematis.
Akhirnya masyarakat terdoktrin bahwa Jokowi itu orang baik.",2025-04-25T14:39:28.000Z,
twitter,media dibungkam,"Kejaksaan bungkam, media dibungkam, rakyat dibungkam. Lalu siapa yang boleh bersuara?
#PembungkamanDemokrasi #PembungkamanPers #Persdanmahasiswadibungkam",2025-04-25T10:40:50.000Z,
twitter,media dibungkam,"Ngakunya anti korupsi, tapi kelakuannya korup sama logika. Kritik dibilang sabotase, media dibungkam, dasar pengecut berjas kejaksaan 

#PembungakamDemokrasi
#PembungkamanPers
#persdanmahasiswadibungkam",2025-04-25T08:50:37.000Z,
twitter,media dibungkam,"Semua media itu sudah dibungkam, kecuali media"" Yg non pemerintah",2025-04-25T05:39:09.000Z,
twitter,media dibungkam,"Tujuan pendidikan historis bukan hanya retrospektif, tetapi juga prospektif: agar masyarakat mampu mengenali tanda-tanda pengulangan sejarah dalam bentuk baru.

Ketika minoritas dijadikan kambing hitam, ketika media dikontrol oleh negara, ketika kritik dibungkam atas nama",2025-04-24T20:04:05.000Z,
twitter,media dibungkam,Ngga ada karena media dibungkam perez,2025-04-24T19:03:19.000Z,
twitter,media dibungkam,"Kejaksaan bungkam, media dibungkam, rakyat dibungkam. Lalu siapa yang boleh bersuara?
#PembungkamanDemokrasi #PembungkamanPers #flimtyrealityshow",2025-04-24T15:49:06.000Z,
twitter,media dibungkam,"**25.**  
""Direksi diam. Owner menghilang. Disnaker tak berdaya. Media sosial kami dibungkam. Mau lari ke mana lagi? Ini bukan sekadar uang, ini harga diri kami.  #BTelHancurkanKami",2025-04-24T13:54:10.000Z,
twitter,media dibungkam,"Kejaksaan bungkam, media dibungkam, rakyat dibungkam. Lalu siapa yang boleh bersuara?
#PembungkamanDemokrasi #PembungkamanPers",2025-04-24T13:53:56.000Z,
twitter,media dibungkam,lah apa sih aneh semua media dibungkam,2025-04-22T10:20:09.000Z,
twitter,media dibungkam,Media berbayar versi lain...bentar lagu anak gabah demo pers dibungkam,2025-04-22T04:57:39.000Z,
twitter,media dibungkam,"Kuncinya di media, kalo skala nasional akan mudah sekali menjadi sorotan publik, sedangkan di daerah akan lebih mudah dibungkam.",2025-04-21T07:27:17.000Z,
twitter,media dibungkam,Setuju banget! Seni seharusnya bebas berekspresi tanpa takut dibungkam. Semua orang punya hak untuk menyuarakan pendapatnya.,2025-04-20T17:20:09.000Z,
twitter,media dibungkam,"Media ga ada yg netral, adanya dibungkam",2025-04-20T14:59:56.000Z,
twitter,media dibungkam,"ortu aku sering bgtt aksi bela palestine, trs hari ini juga kan trs aku nanya ko ga rame di public? katanya media dibungkam kayanya, haaaa",2025-04-19T22:48:31.000Z,
twitter,media dibungkam,lah apa sih aneh semua media dibungkam,2025-04-22T10:20:09.000Z,
twitter,media dibungkam,Media berbayar versi lain...bentar lagu anak gabah demo pers dibungkam,2025-04-22T04:57:39.000Z,
twitter,media dibungkam,"Kuncinya di media, kalo skala nasional akan mudah sekali menjadi sorotan publik, sedangkan di daerah akan lebih mudah dibungkam.",2025-04-21T07:27:17.000Z,
twitter,media dibungkam,Setuju banget! Seni seharusnya bebas berekspresi tanpa takut dibungkam. Semua orang punya hak untuk menyuarakan pendapatnya.,2025-04-20T17:20:09.000Z,
twitter,media dibungkam,"Media ga ada yg netral, adanya dibungkam",2025-04-20T14:59:56.000Z,
twitter,media dibungkam,"ortu aku sering bgtt aksi bela palestine, trs hari ini juga kan trs aku nanya ko ga rame di public? katanya media dibungkam kayanya, haaaa",2025-04-19T22:48:31.000Z,
twitter,media dibungkam,"anjaaay, makasih kamu yang udah nulis artikel ini

media lain dibungkam pemerintah keknya.",2025-04-18T08:17:43.000Z,
twitter,media dibungkam,iya soalnya saat itu media dibungkam dan saat media sudah lebih bebas orang udah keburu males baca,2025-04-18T06:50:33.000Z,
twitter,media dibungkam,"Tapi kenyataannya, berita bang ferry ini dibungkam semua di media massa, di media sosial pun juga kayak hilang jejak gitu soal meninggalnya bang ferry ini",2025-04-18T02:31:24.000Z,
twitter,media dibungkam,"Di tengah banyak media yg dibungkam, masih ada Bang Resa yg semakin menyala",2025-04-18T01:02:28.000Z,
twitter,media dibungkam,"Gpp daripada kaya skg , skg juga pemerintahnya kaya otoriter media aja dibungkam . Kalo China aja bisa kenapa kita enggak",2025-04-18T00:22:10.000Z,
twitter,media dibungkam,"Sm punya kantor di indo, mereka pasti tau & paham kondisi politik indo tanpa baca berita internasional.
Dan ngepublish ke dunia inter terkait kondisi indonesia mala bagus. Biar di luar sana tau klau indo nggak baik2 aja. Bnyk media dibungkam. Makanya kita perlu bantuan dari luar.",2025-04-16T03:58:10.000Z,
twitter,media dibungkam,"Media itu banyak. Gak mungkin diundang semua. Tapi bukan berarti karena media itu gak diundang, lalu diambil kesimpulan kalau media dibungkam di zaman Pak Prabowo. Anda saja masih bebas berekspresi di akun X anda membuat cuitan sesuai keinginan anda tanpa takut ditangkap.",2025-04-16T02:50:59.000Z,
twitter,media dibungkam,"ayo up terus tempo, soalnya media lain udah dibungkam",2025-04-15T14:53:06.000Z,
twitter,media dibungkam,"Kalau bukan rakyat kecil yang teriak, kasus kayak gini pasti dibungkam cepat-cepat. Media pun banyak yang tutup mata.",2025-04-15T12:55:53.000Z,
twitter,media dibungkam,Maksud mu hanya karena tempo gak diundang terus mau dibilang jurnalis dan media zaman Prabowo dibungkam?,2025-04-15T05:02:34.000Z,
twitter,media dibungkam,"Seru banget lihat live Geruduk UGM #gerudukugm di 
@YouTube
 oleh berbagai akun. Can't believe it's really happening, yet no major media and tv station doing their coverage. Gimana nih 
@KompasTV
 @tvOneNews
 @SCTV
 @narasitv
 @MetroTVToday
 dibungkam semua.",2025-04-15T04:22:19.000Z,
twitter,media dibungkam,udah kaya media yang lagi dibungkam rezim ,2025-04-14T16:45:53.000Z,
twitter,media dibungkam,"Ngapain harus ditegur? Keterangan pers kan itu udh termasuk peneguran, coba dibaca aja keterangan dari pihak ugm terakhir. Itu saya kirim link nya itu terakhir kali ugm memberikan keterangan. Somasi Media menurut gw akan menjadi permasalahan baru (Media dibungkam lah, dst).",2025-04-14T12:42:33.000Z,
twitter,media dibungkam,"media dibungkam pemerintah, jong archen dibungkam pond",2025-04-14T11:46:46.000Z,
twitter,media dibungkam,"Seperti negara kita, media dibungkam pemerintah ",2025-04-14T11:03:07.000Z,
twitter,media dibungkam,"Itu karena media mainstream SDH dibungkam rezim otoriter ini , wartawan Tempo aja di teror !!",2025-04-14T00:32:30.000Z,
twitter,media dibungkam,"Eh.

Membungkam media itu gak sulit.
Kuncinya insentif apa yang bisa diberikan.

Semua orang punya harga, kok.

Dan gak perlu semua media dibungkam. Penting untuk menyisakan secukupnya untuk dibiarin ngomong semaunya, buat  pengawasan terhadap oposisi.",2025-04-13T00:28:09.000Z,
twitter,media dibungkam,"3. Karena kritik internal sering dibungkam/diremehkan
Mungkin rakyat sudah sering bersuara, tapi diabaikan. Ketika bule speak up, dampaknya lebih luas, bahkan mungkin media internasional ikut sorot. Maka bukan marah, malah bersyukur karena ada yg bantu menyuarakan.

- 
@ustadchen",2025-04-12T16:42:32.000Z,
twitter,media dibungkam,"kemarin media, skrg masyarakat dibungkam… (menghela nafas berat)",2025-04-12T16:23:13.000Z,
twitter,media dibungkam,"Media yang lain dibungkam ..

Hehe .. kurleb begitu menurut orang2 'sebelah'",2025-04-11T14:46:00.000Z,
twitter,media dibungkam,Herannya kok baru itu media yang buka suara .. apa yang lainnya dibungkam ?!?,2025-04-11T14:44:57.000Z,
twitter,media dibungkam,"damn, tb tb keinget film a taxi driver yang angkat isu Gwangju 1980, Korea Selatan. media disana pd dibungkam wktu itu wkwk. nontonnya aja udah ngeri bgt",2025-04-11T13:50:11.000Z,
twitter,media dibungkam,"Cokkkk lu kaga takut apa hidup di negara yang isinya orang2 kayak gini? Lu kritik dibungkam, suruh manut2 aja. Itu pemerintahan diisi keluarga, temen, sodara2 sama budak2nya aja. Media aja diancam cokkk apalagi elu rakyat biasa kek elu macam remah roti, diusap dikit ilang",2025-04-11T13:45:49.000Z,
twitter,media dibungkam,waah ini media sampe disomasi ternyata? Beneran dibungkam nih kita,2025-04-11T13:05:48.000Z,
twitter,media dibungkam,"Satu dua media boleh bikin narasi, tapi suara rakyat gak bisa dibungkam. Kami percaya Bang Dasco ",2025-04-11T06:59:10.000Z,
twitter,media dibungkam,"semua media berita dapat dibungkam, yang tak dapat di bungkam cuma media Tempo dan media sosial",2025-04-11T04:23:25.000Z,
twitter,media dibungkam,"Kompas 
@kompascom
 media corong pemerintah, baiknya dibungkam aja.",2025-04-11T01:33:02.000Z,
twitter,media dibungkam,"Bahkan masih bingung sama temen sealmamater yg jelas2 ikut kelas jurnalistik dan lantang memilih 02. Media mu lgi dibungkam loh sama presiden, matkul2 mu diperkuliahan skrang udah tinggal tulisan tanpa makna loh karena presiden pilihanmu. Masih mau diem? Masih mau belain?",2025-04-10T03:24:47.000Z,
twitter,media dibungkam,"Ini yg bikin makin muak pls. Udah tau negara ga baik² aja. Media semua dibungkam. Data pun ditutup²in 
Emang anj",2025-04-08T02:49:02.000Z,
