platform,keyword,komentar,timestamp,sentimen
twitter,ancaman jurnalis, salah satu jurnalis di g@.za dapat email ancaman,2023-11-06T14:17:19.000Z,
twitter,ancaman jurnalis,"bukan cuma pers. tapi kepada perempuan. kepada suara perempuan. ibu suciwati pernah dapat ancaman pembunuhan ketika menuntut keadilan atas suaminya. najwa shihab dibakar bukunya karena menyuarakan Indonesia darurat. sekarang cica, jurnalis tempo. ini kekerasan berbasis gender.",2025-03-21T17:49:32.000Z,
twitter,ancaman jurnalis,"DONGENG SEBELUM TIDUR

“War Zone Journalist”

Dalam tulisan ini, aku pengen cerita soal kehidupan para jurnalis yang mengambil resiko bertugas di zona perang. 

Bagaimana mereka hidup dalam ancaman bahaya yang bisa datang setiap saat, hingga mereka yg gugur dalam tugasnya.",2021-05-19T12:55:03.000Z,
twitter,ancaman jurnalis," innalillahi, satu lagi jurnalis yg syahid karena pengeboman. semoga ditempatkan ditempat terbaik di sisi-Nya. kayanya akhir akhir ini setiaphari ada aja ya jurnalis yg gugur, semoga jurnalis lain selalu dilindungi dimanapun mereka berada, padahal mereka berjasa banget",2023-11-21T23:01:42.000Z,
twitter,ancaman jurnalis,"""Kutandai muka kau, ku sikat kau ya,"" bentak ajudan Panglima TNI kepada jurnalis 
@kompascom
. 

Para pemred yang kemarin ketemu presiden ada suaranya gak soal ini. Apa mau dinormalisasi saja ancaman kepada jurnalis dan media?",2025-02-27T07:49:01.000Z,
twitter,ancaman jurnalis,"Jurnalis Detik menerima ancaman pembunuhan dan riwayat digitalnya dibeberkan lewat sebuah video di YouTube.

Pengacara LBH Pers Ade Wahyudin menganggap ini merupakan pola perundungan serta kekerasan baru yang dinilainya sebagai pelanggaran kebebasan pers.

https://asumsi.co/post/jurnalis-detikcom-mendapat-ancaman-pembunuhan-dan-informasi-pribadi-dibeberkan…",2020-05-29T01:58:41.000Z,
twitter,ancaman jurnalis,"Yg diteror Tempo, tapi ini juga tanda ancaman bagi media dan jurnalis yg selama ini kritis. Jadi tolong banget untuk perusahaan2 media, tingkatkan keamanan jurnalis kalian. Untuk semuanya, kita harus lebih kuat saling jaga.",2025-03-22T12:12:29.000Z,
twitter,ancaman jurnalis,"Kalo mbak 
@chichafrancisca
 dikirim kepala babi gak gentar, seharusnya gw (yg udah bukan jurnalis) tapi masih tetep kena teror ancaman pembunuhan bahkan kalo search nama gw di Tiktok pasti muncul “dipecat karena skandal” harusnya gak boleh gentar juga. 

Semangat buat jurnalis",2025-03-22T12:23:14.000Z,
twitter,ancaman jurnalis,"ISRAEL MEMBAKAR JURNALIS HIDUP HIDUP!!!!

Iya. HIDUP HIDUP. ZIONIS BIADABBBBB

Mereka sengaja nargetin tenda tenda jurnalis padahal harusnya JURNALIS TIDAK BOLEH DITARGET WALAU SAAT PERANG SEKALIPUN! Ini malah tendanya sendiri yg diserang sdgkan mereka tau itu tempat",2025-04-07T02:02:39.000Z,
twitter,ancaman jurnalis,"Ancaman terhadap jurnalis Tempo bukan sekadar teror personal, tapi serangan pada hak rakyat mendapatkan informasi. Kebebasan pers adalah garda terdepan demokrasi—melindungi wartawan berarti melindungi suara kita semua. Intimidasi seperti ini menunjukkan keberhasilan jurnalisme",2025-03-20T11:42:14.000Z,
twitter,ancaman jurnalis,"Tahun terburuk untuk menjadi WNI dan mahasiswa UGM.

Pemimpin2 tolol, bensin oplosan, victim blaming korban KS di zoom KKN, gedung hitam makin kapitalis, ancaman ke jurnalis langsung, doxxing orang2 pembenci rezim, mahasiswa2 terluka parah dan ilang di jalan,,, apalagi?",2025-03-23T05:36:24.000Z,
twitter,ancaman jurnalis," Rusia telah mengumumkan kepada dunia di Dewan Keamanan PBB bahwa setiap rudal jarak jauh NATO yang digunakan Ukraina untuk menyerang wilayah Rusia akan menjadi deklarasi perang.

Jurnalis: Apa pendapat Anda mengenai ancaman perang Putin? 

Biden: Diam sampai saya berbicara.",2024-09-14T13:46:15.000Z,
twitter,ancaman jurnalis,"Jangan salah sasaran dalam kritik media!  
Apalagi sampai doxxing gitu. Jurnalis lapangan sering kali:  

- Tak punya kuasa atas berita yang dipublikasikan.  
- Bekerja dengan upah minim, tapi risiko tinggi di lapangan.  
- Berita kritis yang mereka tulis sering diedit atau",2025-02-23T03:26:48.000Z,
twitter,ancaman jurnalis,"Jurnalis diintimidasi, dihajar, bahkan ditangkap oleh polisi saat menjalankan tugas meliput protes masyarakat terkait pengesahan UU Ciptaker. Materi liputan dihapus paksa, ponsel dihancurkan, memory card diambil. 

http://tirto.id/f5Mk",2020-10-10T02:39:16.000Z,
