platform,keyword,komentar,timestamp,sentimen
twitter,tempo diserang,"gila tempo diserang buzzer ampe trending
pak 
@prabowo
 kalo gak suka tempo jangan sampe pake cara otoriter dan intimidasi itu cuma bakal bikin makin kacau aj
pakelah cara hukum karena ini negara hukum",2025-05-02T23:47:41.000Z,
twitter,tempo diserang,"Hahaha tempo diserang dan semuanya bahasanya mirip, sesuai pesanan majikan ",2025-05-02T23:18:56.000Z,
twitter,tempo diserang,"Tempo udah nggak bisa dipercaya deh Setiap berita pasti ada aja yang diserang, nggak peduli bener atau salah, yang penting ada cerita panas buat mereka #MediaTempoPengkhianatBangsa
PengkritikNyelekit DikontrolDuit",2025-05-02T23:04:40.000Z,
twitter,tempo diserang,"Ngeliat Tempo makin nggak jelas arah beritanya, rasanya kayak ada yang nggak beres Setiap masalah pasti ada yang diserang, nggak pernah kasih solusi #MediaTempoPengkhianatBangsa
PengkritikNyelekit DikontrolDuit",2025-05-02T22:55:59.000Z,
twitter,tempo diserang,"Tempo diserang buzzer karena jurnalisme investigatifnya yang mengungkap isu sensitif, seperti judi online, yang mengancam kepentingan kuat. Serangan ini, termasuk intimidasi fisik seperti pengiriman kepala babi dan serangan DDoS besar pada April 2025, tampaknya balasan atas",2025-04-30T16:18:36.000Z,
twitter,tempo diserang,"@grok
 kenapa tiba tiba tempo diserang buzzer?",2025-04-30T16:16:40.000Z,
twitter,tempo diserang,ini kenapa TEMPO tiba2 diserang sama buzzer?,2025-04-30T16:15:28.000Z,
twitter,tempo diserang,"Tempo tuh udah nggak bisa dipercaya deh Setiap berita pasti ada aja yang diserang, nggak peduli bener atau salah, yang penting ada cerita panas buat mereka #MediaTempoPengkhianatBangsa
PengkritikNyelekit DikontrolDuit",2025-04-30T14:49:45.000Z,
twitter,tempo diserang,weh ini tempo kenapa diserang,2025-04-30T02:46:49.000Z,
twitter,tempo diserang,"Tempo bikin orang bingung siapa sebenarnya yang diserang #MediaTempoPengkhianatBangsa
PengkritikNyelekit DikontrolDuit",2025-04-29T18:02:38.000Z,
twitter,tempo diserang,"Ngeliat Tempo makin nggak jelas arah beritanya, rasanya kayak ada yang nggak beres Setiap masalah pasti ada yang diserang, nggak pernah kasih solusi #MediaTempoPengkhianatBangsa
PengkritikNyelekit DikontrolDuit",2025-04-29T17:58:18.000Z,
twitter,tempo diserang,"Tempo bikin orang bingung siapa sebenarnya yang diserang #MediaTempoPengkhianatBangsa
PengkritikNyelekit DikontrolDuit",2025-04-25T10:18:07.000Z,
twitter,tempo diserang,"lolll tempo diserang buzzer, mana template tweetnya sama semua",2025-04-25T10:17:15.000Z,
twitter,tempo diserang,"Ngeliat Tempo makin nggak jelas arah beritanya, rasanya kayak ada yang nggak beres Setiap masalah pasti ada yang diserang, nggak pernah kasih solusi #MediaTempoPengkhianatBangsa
PengkritikNyelekit DikontrolDuit",2025-04-25T10:08:48.000Z,
twitter,tempo diserang,"Tempo tuh kalau bisa nyerang, pasti diserang #MediaTempoPengkhianatBangsa
PengkritikNyelekit DikontrolDuit",2025-04-25T09:48:47.000Z,
twitter,tempo diserang,"Berita Tempo sering lebih tentang siapa yang diserang daripada fakta yang ada. #MediaTempoPengkhianatBangsa
PengkritikNyelekit DikontrolDuit",2025-04-25T09:43:42.000Z,
twitter,tempo diserang,"Makanya kalo media udah diserang buzzer kayak Tempo, gue sedikit ada keyakinan dia ada di sisi yang seharusnya. Di sisi rakyat",2025-04-20T12:11:17.000Z,
twitter,tempo diserang,"Padahal, selain pengamat/akademisi, jurnalis Tempo di pojok Jelasin Dong juga menyindir Mentan secara halus.

Tapi hanya pengamat/akademisi yg secara terbuka diserang.",2025-04-18T08:43:21.000Z,
twitter,tempo diserang,"Jadi kalian itu membuka diri sendiri, buat diserang balik seluas-luasnya tanpa batas kalau salah langkah.
misal, Kalau teror kepala babi cuma setingan,
bakalan ada istilah baru ""Taktik Gelap"", ""Drama Gelap"", ""Tempo Gelap"" dll
Bahkan kalian bisa disebut Kaum Kegelapan, dan banyak",2025-04-15T13:47:47.000Z,
twitter,tempo diserang,"Ngeri sih... Website Tempo tumbang gara-gara DDoS! 

Baru aja rilis laporan soal judi online, server Tempo langsung diserang jutaan request palsu sampe gak kuat nanggung.

Menurut kamu, siapa yaa kira-kira di balik serangan ini?",2025-04-15T07:27:44.000Z,
twitter,tempo diserang,"Nia, pertanyaanmu soal kenapa Tempo sering terbitkan berita kontroversial tanpa penjelasan memang menarik. Tempo dikenal sebagai media independen yang fokus pada isu besar, seperti korupsi polisi tahun 2010, yang bahkan sampai bikin kantornya diserang. Mereka memang punya sejarah",2025-04-10T19:00:27.000Z,
twitter,tempo diserang,"Pertanyaan soal independensi Tempo memang sering muncul. Secara historis, Tempo dikenal kritis, bahkan pernah dilarang era Suharto & diserang karena berani bongkar korupsi polisi 2010. Tapi, kontroversi muncul 2020 saat terbitkan konten sponsor PT Freeport Indonesia, perusahaan",2025-04-10T15:13:52.000Z,
twitter,tempo diserang,Jangan-jangan Tempo takut kalau Prabowo berhasil buktiin kinerjanya Makanya diserang terus?,2025-04-10T08:00:48.000Z,
twitter,tempo diserang,"Tempo bikin framing → publik marah → server diserang
Tempo:  “Kenapa ini bisa terjadi?!”",2025-04-10T06:38:41.000Z,
twitter,tempo diserang,"No one: –
Tempo: “Kami diserang karena kami terlalu jujur!”",2025-04-10T06:36:26.000Z,
twitter,tempo diserang,"Tempo ini aneh, kritik orang boleh, giliran dikritik atau diserang balik langsung main drama.",2025-04-10T06:06:21.000Z,
twitter,tempo diserang,"tempo lagi tempo lagi ada apa yg terjadi denganmu tempo, udah deh cetak koran aja daripada diserang terus",2025-04-10T04:17:50.000Z,
twitter,tempo diserang,"kalo tempo terus²an diserang kek gino, berarti udah jelas kan kenapa? c'mon",2025-04-10T02:25:54.000Z,
twitter,tempo diserang,"https://ntvnews.id/news/0142842/situs-tempo-diserang-ddos…
Nah kan diserang Malware web nya, arti pertahanan digital tempo juga masih belum canggih kalo masih bisa diserang Malware (bot)",2025-04-09T16:54:09.000Z,
twitter,tempo diserang,Berarti  beritanya benar kalau mr D adalah salah satu politikus dan pengussh yg terlibat judol dikamboja faktanya Tempo diserang lagi sama siber.Pantesan saja ruu tni disahkan,2025-04-09T09:37:10.000Z,
twitter,tempo diserang,"Gw salut sih sm beliau walaupun bnyk diserang sama SJW dan Tempo, masih kalem dan mobilitas tinggi",2025-04-09T06:43:45.000Z,
twitter,tempo diserang,Disaat diserang tempo kanan kiri abang ini paten masih tenang dan masih kerja keras,2025-04-09T06:25:25.000Z,
twitter,tempo diserang,Situs web Tempo diserang setelah memberitakan keterkaitan Dasco dengan bisnis perjudian Indonesia di Kamboja.,2025-04-08T16:17:11.000Z,
twitter,tempo diserang,"Karena negara ini demokrasi

Jokowi saja keknya ""Gimana rasanya diserang Tempo? Saya ini lho 10 tahun""

Coba kalau sistem pemerintahannya k-word, dah ilang tuh Tempo, wkwkwk",2025-04-08T03:53:33.000Z,
twitter,tempo diserang,"itu kan yang demo juga ngiklanin Tempo kak, yang kampaye kan diserang barang bermerk mereka sendiri.
Makanya open donasi pas demo, cuannya banjir banget.",2025-04-08T03:19:05.000Z,
twitter,tempo diserang,"Tempo diserang buzer, sekarang yg kampanye juga d serang buzer. 
Apakah menyerang oposan jobdesknya buzer ? 
I Y A",2025-04-08T00:50:19.000Z,
twitter,tempo diserang,Ayo kalau berani somasi kami jg sekalian  ... ayo kita perang  ... jangan hanya tempo yg diserang ,2025-04-07T18:11:46.000Z,
twitter,tempo diserang,"BONGKAR PENGUSAHA JUDOL TEMPO DISERANG

https://youtube.com/watch?v=lYDeIn4dYco…",2025-04-07T06:02:15.000Z,
twitter,tempo diserang,Anda ini terlalu naif...inget gak ketika Ahok masih jadi gubernur DKJ diserang terus Tempo. Begitu juga Jokowi. Kenapa? Ada proposal tertolak di balik itu ,2025-04-07T05:33:21.000Z,
twitter,tempo diserang,"Selain Tempo, media berita yang kritis terhadap pemerintahan di Indonesia termasuk The Jakarta Post, yang dikenal independen, Utama News, yang jurnalisnya diserang usai liput narkoba, dan http://banjarhits.id, yang editornya ditangkap gegara berita konflik lahan. Lanskap media",2025-04-07T01:07:41.000Z,
twitter,tempo diserang,"maksudku, dulu waktu ada yg komen begini, 'yang komen' diserang abis-abisan sampe mampus. skrg sama juga kalian jadi 'yang komen' kaya yg diserang tempo hari.",2025-04-06T08:45:20.000Z,
twitter,tempo diserang,"kalo negara bener, harusnya ditangkap doooong orangnya

kita lihat apakah pelaku akan ditangkap, atau tempo yg malah diserang",2025-04-06T05:05:53.000Z,
twitter,tempo diserang,"Pers diserang, demokrasi dipertaruhkan. PKB berdiri bersama Tempo, lawan segala bentuk teror terhadap jurnalis! 

#LawanTerorJurnalis
#BelaKebebasanPers",2025-03-26T04:39:43.000Z,
twitter,tempo diserang,"jaman skrg udh ada tandanya. tempo dikirim kepala babi yg gak ada telinganya untuk wartawan perempuan, dikirim bangkai tikus yg kepalanya kepisah dgn badannya, bbrp mahasiswa diculik, ada yg diupukul juga. pihak medis diserang, perempuan di cat calling",2025-03-25T03:32:13.000Z,
twitter,tempo diserang,Respon BH itu sbg Pejabat Negara atau sbg buzzer pihak yg selalu diserang tempo?,2025-03-25T03:22:45.000Z,
twitter,tempo diserang,"kantor tempo dikirim bangkai 
paramedis diserang
phk sana sini malah dwifungsi
miris 
#TolakRevisiUUTNI 
#TolakRUUTNI 
#TolakDwifungsiABRI 
#TolakUUTNI",2025-03-25T01:55:50.000Z,
twitter,tempo diserang,"Separah ini??? Kemarin media tempo, skrg kampus pun diserang??? Fix negara ini sedang tidak baik2 saja!  https://x.com/tanyakanrl/sta/tanyakanrl/status/1904256947223707814…",2025-03-24T22:33:27.000Z,
twitter,tempo diserang,"yang namanya diserang itu efek nya mematikan..seperti tentara IDF membunuh para hamas dg bom nya..tepat dan mematikan,gue baca link tempo,itu sarang lebah tertabrak lalu lebah itu merasa trganggu dan menyerang,12 tentara IDF itu sdh segar-bugar lagi,gak usah pake hiperbola bgitu.",2025-03-24T11:18:19.000Z,
twitter,tempo diserang,"Hilangnya kepercayaan kepada media itu bukan pas mereka makan malam bareng wowo tapi pas tempo diserang, diancam eh ikatan jurnalis indonesia hening",2025-03-24T10:30:10.000Z,
twitter,tempo diserang,"Sempat lewat di timeline sebelah karena ramai, ini dari pov drivernya sendiri.
Yak, lagi-lagi narasinya apa… Rakyat disuruh bersyukur, sama kaya Makan Bergizi Gratis.
Tempo hari, ada anak yang mengeluh dengan lauk MBG, diserang buzzer habis2an karena dianggap tidak besyukur.",2025-03-24T05:05:44.000Z,
twitter,tempo diserang,"Cebong IDIOT sok2an bacot , otak kerdil nyali tipis lu cebong !

Tempo diserang pakai kepala babi dan tikus elu seneng , padahal tempo adalah media tua pelindung HAK2 SIPIL.

Memang cebong anjing seperti elu enaknya di gasak di aspal jalanan.",2025-03-23T22:06:22.000Z,
twitter,tempo diserang,"tuhkan anies gak ngapa ngapain aja diserang apalagi terang-terangan pro uu tni, setidaknya dia udh ngasih argumen walaupun netral, yk it's so dangerous for him bisa2 kayak kasusnya tempo dikirim hal2 gak jelas",2025-03-22T13:57:51.000Z,
twitter,tempo diserang,"Tempo adalah dream job gw. Karna mereka jg lah, gw trus memupuk keberanian gw lewat tulisan2 persma telyu. Moga2 Tempo tetep terjaga independensi ny walau diserang trus",2025-03-22T12:41:49.000Z,
twitter,tempo diserang,Ini org baca en nonton podcast Tempo gak sih? Udah berkali2 Tempo angkat kasus2 yg sensitif dan kepentingan publik. Sampai diserang di medsos berkali2. Mobil wartawannya pun sampai ditimpuk batu dan pecah kaca. Kok masih bilang gak sekritis dulu...,2025-03-22T12:03:57.000Z,
twitter,tempo diserang,"kalo muak kau aja yg take your time off from social media??? kok ngatur2 sih, gak liat media tempo diserang lg pake bangkai tikus dan kau suruh orang2 move on memaafkan orang tolol macam mereka2 itu? konflik yg ada jg terjadi karna mereka sejak awal gamau dirangkul kok",2025-03-22T11:51:57.000Z,
twitter,tempo diserang,"Ahh elahh, kenapa tempo terus sihhh yg diserang?!",2025-03-22T11:12:26.000Z,
twitter,tempo diserang,"Kalau diserang jangan diem aja, lawan mantap tempo",2025-03-22T00:31:05.000Z,
twitter,tempo diserang,"Menyala TEMPO.
Sudah konsisten berdiri dari rejim ke rejim. Masak ya diserang bajer antah berantah tumbang. Rejim silih berganti kok.. Republik terus berdiri.",2025-03-21T07:23:56.000Z,
twitter,tempo diserang,"Kok anehnya buzzer2nya pengkhianat biadab cuma nyerang Tempo yg saat ini posisinya bersebrangan dengan pemerintah tapi tidak ketika Jokowi 2 kali jd Presiden? Tempo memang Londo Ireng, tapi Kompas dll juga. Kompas tidak diserang krn pro-Prabowo. ",2025-03-20T23:30:02.000Z,
twitter,tempo diserang,"Teror kepala babi ke jurnalis Tempo bukan sekadar kriminal biasa, tapi ancaman serius terhadap demokrasi kita. Saat wartawan diintimidasi, bukan hanya Tempo yang diserang—tapi hak seluruh rakyat untuk mendapatkan informasi. Jurnalis adalah mata & telinga publik. Membungkam mereka",2025-03-20T12:23:25.000Z,
twitter,tempo diserang,Kalo udah diserang kaya gini kaya kasus kaca mobil ditimpuk batu. Berarti udah di jalan yang benar tempo nih,2025-03-20T10:32:40.000Z,
twitter,tempo diserang,Tempo setiap era kepemerintahan sll dimusuhi penguasa. Era skg aja ada buzzeRp jd diserang buzzeRp dl.,2025-03-08T05:24:39.000Z,
twitter,tempo diserang,"Tempo jd pemenang ini saya se7, tapi perlu inget2 juga, Peringatan Darurat yg bikin gede Mbak Nana & Narasi

Harapanku, kita smua bisa berhenti jd org yg naif (Helpless & Stupids), jg berhenti nyerang2 org2 Intelligents

Negara ini tidak kekurangan Bandits u/ diserang ",2025-02-13T08:35:08.000Z,
twitter,tempo diserang,"Gue ga setuju kl MBG ini JD kayak alasan diserang atas efisiensi.
Sdh byk yg share jatuh tempo hutang negara ini, kl mau serang ya soal kabinet gemuk (kl ini trs yg diserang bukan tidak mungkin PD di-cut)
Blm LG IKN yg akhirnya distop.",2025-02-12T03:09:42.000Z,
twitter,tempo diserang,Pep emg ketergantubgtan rodri. gaada rodri yg bisa ngatur tempo saat diserang maupun nyerang. Udh kalah di tengah dr madrid. Bikin peluang aja susah krn dieksploitasi madrid sampe salah passing terus.,2025-02-11T23:16:54.000Z,
twitter,tempo diserang,2-3 itu udh bagus loh kl diliat dri base katanya set 1 aja dihajar abis gol. Abis HT jga diserang parahh dengan tempo cepet gt sampe city kelabakan. Gapapa lah 2-3 udh bangus,2025-02-11T22:08:54.000Z,
twitter,tempo diserang,"Nggak ada yg salah dg media yg kritis, cuma ini tempo bukan kritis lagi, kalo mengkritisi jokowi silahkan ke kebijakannya, nah ini diserang sampek keluarga2 nya, trus juga pas ada berita judol, kasus hasto yg diangkat malah sangkut pautnya sama jokowi kan udah aneh",2025-02-10T11:52:22.000Z,
twitter,tempo diserang,"Untung di DM, kalo di kolom reply mah diserang itu entah dari mana (kayak gw tempo hari)

Nyebar DM aja sebenernya udah gak etis, pula, sering banget emang screenshot begini terus jadi cepu.",2025-02-05T04:26:22.000Z,
twitter,tempo diserang,"Naluri bangsa terjajah akan melakukan segala cara apapun untuk mengusir penjajajah, sama seperti yang dipraktekkan oleh para pejuang Indonesia tempo dulu.
Kemerdekaan itu mahal harganya, dan penjajah jika tidak ingin diserang, maka hentikan penjajahan.",2025-01-30T14:51:13.000Z,
twitter,tempo diserang,"Gausah jauh2 min, tempo lalu tiktok nya akb aja diserang komen ""akb plagiat jkt"" ",2025-01-26T06:17:16.000Z,
twitter,tempo diserang,Wah kok ada ya konten kayak ginian. Tempo diserang. Demi rupiah,2025-01-25T13:08:32.000Z,
twitter,tempo diserang,"Setelah argumennya diserang, lantas melabeli dengan anak-anak Abah. Sama briliannya dengan yang berargumen soal anak-anak tidak bersyukur soal makan gratis tempo hari.",2025-01-24T12:46:58.000Z,
twitter,tempo diserang,"Gw si curiga nya aguan sejak ngomong di tempo kapan hari itu lagi diserang, sm yg kemaren dia omongin disitu jg. Cm buzzer nya bapak itu keliatan bgt ngejatohin si ags. Gpp deh berantem drpd sekongkol rampok negara",2025-01-23T12:00:44.000Z,
twitter,tempo diserang,"Negara demokrasi tapi kalo ada yg beda pandangan dikit langsung ""diserang"" , tempo hari juga gue kritik STY langsung dicap buzzernya bung towel sama si paling timnas wkwkwkwk",2025-01-18T15:12:31.000Z,
twitter,tempo diserang,"tempo udah eksis sejak puluhan tahun lalu . gaya jurnalistik nya tidak ada yg berubah , investigasi . kalo dia eksis artinya ada kebenaran didalamnya ,yg ga suka  yg diserang aja  bahlil aja kalah kok di dewan pers bukti kalo tempo itu akurat dan Kredibel",2025-01-17T04:54:30.000Z,
twitter,tempo diserang,"Majikannya 
@tempodotco
  diserang mulu di luar negri,
kagak kamu belain bang?
Kan kamu dapat duit dari George Soros juga, lawan lah bang. Majikan di bully malah diem aja ini tempo.",2025-01-08T02:47:11.000Z,
twitter,tempo diserang,"Menyerang atau merasa diserang? Kalo lo liat fairly, kasarnya investigasi tempo itu lebih lihai drpd kpk sekarang. Padahal tanpa alat sadap.",2025-01-04T20:53:31.000Z,
twitter,tempo diserang,"Yg juara ke3 korup sedunia itu Mulyono, yg diserang Tempo.

BuzzeRp Mulyono emang IQ 78",2025-01-04T12:54:33.000Z,
twitter,tempo diserang,"Saran saya terkait OCCRP, mas Tempo diam dulu, karena anda lgi diserang",2025-01-03T05:52:37.000Z,
